NOTICE_DATE,JOB_SITE_NAME,COUNTY_NAME,WDA_NAME,TOTAL_LAYOFF_NUMBER,LayOff_Date,WFDD_RECEIVED_DATE,CITY_NAME,
5/15/2014,Tarkett,Harris,Gulf Coast WDA,10,07/18/2014,05/15/2014,Houston,
5/8/2014,Bank of America-Amon Carter,Tarrant,Tarrant County WDA,58,06/22/2014,05/08/2014,Ft. Worth,
5/8/2014,Sims Recycling Solutions,Dallas,Dallas County WDA,45,07/31/2014,05/08/2014,Dallas,
5/5/2014,Honeywell Aerospace,Dallas,Dallas County WDA,40,07/01/2014,05/05/2014,Irving,
5/2/2014,"Penncro Associates, Inc.",Hidalgo,Lower Rio Grande Valley WDA,125,05/09/2014,05/02/2014,McAllen,
4/30/2014,Express Scripts-Irving,Dallas,Dallas County WDA,148,06/29/2014,04/30/2014,Irving,
4/30/2014,Express Scripts-Ft. Worth,Tarrant,Tarrant County WDA,418,06/29/2014,04/30/2014,Ft. Worth,
4/29/2014,Kimberly-Clark - San Antonio,Bexar,Alamo WDA,87,06/30/2014,04/29/2014,San Antonio,
4/25/2014,Veolia Transportation-Austin,Travis,Capital Area WDA,118,05/10/2014,04/25/2014,Austin,
4/22/2014,Greatwide Dedicated Transport III,Montgomery,Gulf Coast WDA,50,06/22/2014,04/22/2014,New Caney,
4/21/2014,Boeing Company,Harris,Gulf Coast WDA,12,06/20/2014,04/21/2014,Houston,
4/15/2014,Oak Farms Dallas West,Dallas,Dallas County WDA,173,06/27/2014,04/15/2014,Dallas,
4/11/2014,"Onda Lay Pipe and Rental, Inc.",Midland,Permian Basin WDA,58,06/09/2014,04/11/2014,Midland,
4/11/2014,Excel Garment Mfg. Inc.,El Paso,Upper Rio Grande WDA,80,05/21/2014,04/11/2014,El Paso,
4/11/2014,Ryder Logistics - Roanoke2,Denton,North Central Texas WDA,85,06/28/2014,04/11/2014,Roanoke,
4/9/2014,Dallas Colgate Oral Pharmaceuticals,Dallas,Dallas County WDA,14,06/30/2014,04/09/2014,Dallas,
4/7/2014,Emeritus at Vickery Towers,Dallas,Dallas County WDA,127,06/06/2014,04/07/2014,Dallas,
3/24/2014,Macy's-Sage Road,Harris,Gulf Coast WDA,136,05/22/2014,03/24/2014,Houston,
3/21/2014,URS Corp.,Travis,Capital Area WDA,78,05/12/2014,03/21/2014,Austin,
3/19/2014,Sprint,Tarrant,Tarrant County WDA,453,03/18/2014,03/19/2014,Ft. Worth,
3/19/2014,Sprint,Bell,Central Texas WDA,170,03/18/2014,03/19/2014,Temple,
3/11/2014,"The Fresh Market, Inc.-#165",Harris,Gulf Coast WDA,54,05/06/2014,03/11/2014,Houston,
3/10/2014,PepsiCo-Dallas,Dallas,Dallas County WDA,132,05/12/2014,03/10/2014,Dallas,
3/10/2014,PepsiCo-Dallas Metro warehouse,Dallas,Dallas County WDA,31,05/12/2014,03/10/2014,Dallas,
3/7/2014,"Dallas Airmotive, Inc.",Dallas,Dallas County WDA,10,05/06/2014,03/07/2014,Dallas,
3/3/2014,Bank of America - Addison,Dallas,Dallas County WDA,6,04/13/2014,03/03/2014,Addison,
3/3/2014,Bank of America-Amon Carter,Tarrant,Tarrant County WDA,36,04/13/2014,03/03/2014,Ft. Worth,
3/3/2014,Bank of America - Plano,Collin,North Central Texas WDA,37,04/13/2014,03/03/2014,Plano,
3/3/2014,Bank of America-Richardson2,Dallas,Dallas County WDA,40,04/23/2014,03/03/2014,Richardson,
3/3/2014,Bechtel Power Corporation,Grayson,Texoma WDA,63,04/25/2014,03/03/2014,Sherman,
3/3/2014,Bank of America-Plano2,Collin,North Central Texas WDA,37,04/13/2014,03/03/2014,Plano,
3/3/2014,L-3 Communications,Nueces,Coastal Bend WDA,0,,03/03/2014,Corpus Christi,
2/28/2014,Northwood University,Dallas,Dallas County WDA,60,5/3/2014,2/28/2014,Cedar Hill,
2/28/2014,Boeing Company,Bexar,Alamo WDA,428,5/2/2014,3/3/2014,San Antonio,
2/27/2014,RockTenn-Grand Prairie,Tarrant,Tarrant County WDA,66,04/25/2014,02/27/2014,Grand Prairie,
2/27/2014,Mitsubishi Nuclear Energy Systems,Dallas,Dallas County WDA,2,03/31/2014,02/27/2014,Irving,
2/25/2014,"Green Tree Servicing, LLC",Dallas,Dallas County WDA,82,04/28/2014,02/25/2014,Dallas,
2/25/2014,URS Corp.,Travis,Capital Area WDA,79,04/28/2014,02/25/2014,Austin,
2/24/2014,HelioVolt Corporation,Travis,Capital Area WDA,103,04/25/2014,02/24/2014,Austin,
2/24/2014,General Dynamics IT,Harris,Gulf Coast WDA,1195,04/25/2014,02/24/2014,Houston,
2/24/2014,"Blood Systems, Inc.",El Paso,Upper Rio Grande WDA,102,04/14/2014,02/24/2014,El Paso,
2/19/2014,Boeing Company,Harris,Gulf Coast WDA,4,04/18/2014,02/19/2014,Houston,
2/12/2014,Extreme Reach,Dallas,Dallas County WDA,117,02/07/2014,02/12/2014,Irving,
2/4/2014,Boeing Company,Harris,Gulf Coast WDA,3,04/04/2014,02/04/2014,Houston,
2/4/2014,Sealy Mattress Company,Tarrant,Tarrant County WDA,114,05/31/2014,02/04/2014,N. Richland Hills,
2/3/2014,Tandy Brands,Dallas,Dallas County WDA,94,01/31/2014,02/03/2014,Dallas,
1/31/2014,Royal Appliance Mfg. Co.,El Paso,Upper Rio Grande,209,03/31/2014,01/31/2014,El Paso,
1/28/2014,Kimberly Clark,Bexar,Alamo WDA,90,6/12/2014,1/28/2014,San Antonio,
1/27/2014,AccuFleet International,Harris,Gulf Coast WDA,70,02/11/2014,01/27/2014,Houston,
1/22/2014,"Lexicon Pharmaceuticals, Inc.",Montgomery,Gulf Coast WDA,130,01/31/2014,01/22/2014,Woodlands,
1/22/2014,"Quality Terminal Services, LLC",Tarrant,Tarrant County WDA,194,02/28/2014,01/22/2014,Haslet,
1/21/2014,Boeing Company,Harris,Gulf Coast WDA,1,03/21/2014,01/21/2014,Houston,
1/15/2014,Jacobs Field Services N.A. Inc.- Lanxess Facility,Orange,South East Texas WDA,94,02/02/2014,01/15/2014,Orange,
1/15/2014,Valley Therapy Cener,Hidalgo,Lower Rio Grande Valley WDA,0,02/01/2014,01/15/2014,McAllen,
1/14/2014,Cameron International - Electra,Wichita,North Texas WDA,121,01/15/2014,01/14/2014,Electra,
1/13/2014,Dr Pepper Snapple Group-Ft Worth,Tarrant,Tarrant County WDA,5,03/10/2014,01/13/2014,Ft. Worth,
1/10/2014,Baylor Medical Center - Garland,Dallas,Dallas County WDA,47,04/07/2014,01/10/2014,Garland,
1/10/2014,"Hubbell & Hudson Management, LLC.",Montgomery,Gulf Coast WDA,80,03/12/2014,01/10/2014,Woodlands,
1/3/2014,"Atos IT Solutions and Services, Inc.",Dallas,Dallas County WDA,1,02/28/2014,01/03/2014,Irving,
10/28/2013,Precision Camera,El Paso,Upper Rio Grande WDA,32,12/24/2013,10/28/2013,El Paso,
10/22/2013,Convergys Customer Management Group Inc.- Brownsville,Cameron,Cameron County WDA,362,01/21/2014,10/22/2013,Brownsville,
10/17/2013,Wells Fargo and Co.- Irving,Dallas,Dallas County WDA,125,12/15/2013,10/17/2013,Irving,
10/16/2013,Dr Pepper Snapple Group,Harris,Gulf Coast WDA,112,12/06/2013,10/16/2013,Spring,
10/15/2013,BAE Systems - Sealy,Austin,Gulf Coast WDA,190,12/20/2013,10/15/2013,Sealy,
10/15/2013,"Corsicana Bedding Trucking, Inc.(Hwy 287)",Navarro,North Central Texas WDA,13,01/12/2014,10/15/2013,Corsicana,
10/15/2013,"Corsicana Bedding Trucking, Inc. (Hwy 31)",Navarro,North Central Texas WDA,42,12/12/2014,10/15/2013,Corsicana,
10/15/2013,"Corsicana Bedding Trucking, Inc.",Dallas,Dallas County WDA,5,12/12/2014,10/15/2013,Carrollton,
10/15/2013,Travelocity-,Bexar,Alamo WDA,62,12/13/2013,10/15/2013,San Antonio,
10/15/2013,The Eureka Company dba Electrolux,El Paso,Upper Rio Grande WDA,72,12/15/2013,10/15/2013,El Paso,
10/14/2013,Boeing Company,Harris,Gulf Coast WDA,7,12/13/2013,10/14/2013,Houston,
10/14/2013,Child Care Associates,Tarrant,Tarrant County WDA,600,11/01/2013,10/14/2013,Ft. Worth,
10/11/2013,US Foods,Montgomery,Gulf Coast WDA,84,12/31/2013,10/11/2013,Conroe,
10/10/2013,"Trinity Mining & Construction Equipment, Inc.",Bexar,Alamo WDA,86,12/10/2013,10/10/2013,San Antonio,
10/09/2013,State Farm Ins.-El Paso,El Paso,Upper Rio Grande WDA,162,12/20/2013,10/09/2013,El Paso,
10/04/2013,Green Field Energy Services-West TX,Midland,Permian Basin WDA,110,09/30/2013,10/04/2013,Midland,
10/03/2013,Visiting Nurses Association-El Paso,El Paso,Upper Rio Grande WDA,845,12/01/2013,10/03/2013,El Paso,
10/02/2013,BAE Systems- NAS Corpus Christi,Nueces,Coastal Bend WDA,361,12/01/2013,10/02/2013,Corpus Christi,
09/30/2013,JC's 5star Outlet,Tarrant,Tarrant County WDA,96,11/30/2013,09/30/2013,Grapevine,
09/27/2013,"Diebold, Inc.",Dallas,Dallas County WDA,8,11/29/2013,09/27/2013,Coppell,
09/26/2013,Bob Evans Farms,Collin,North Central Texas WDA,113,11/28/2013,09/26/2013,Richardson,
09/26/2013,"GenOn Energy, Inc.",Harris,Gulf Coast WDA,13,12/13/2013,09/26/2013,Houston,
09/25/2013,JP Morgan Chase-Mortgage Bank,Dallas,Dallas County WDA,14,11/22/2013,09/25/2013,Coppell,
09/24/2013,"Dillard's, Inc.-Plano",Collin,North Central Texas WDA,101,12/08/2013,09/24/2013,Plano,
09/23/2013,Sprint-Temple,Bell,Central Texas WDA,3,09/20/2013,09/23/2013,Temple,
09/23/2013,Sprint-Irving3,Dallas,Dallas County WDA,1,09/20/2013,09/23/2013,Irving,
09/23/2013,Sprint-Ft Worth,Tarrant,Tarrant County WDA,13,09/20/2013,09/23/2013,Ft. Worth,
09/23/2013,Gulf States Toyota -Vehicle Processing Center,Harris,Gulf Coast WDA,83,11/18/2013,09/23/2013,Houston,
09/20/2013,"Arrow Electronics, Inc.-Austin",Travis,Capital Area WDA,60,11/22/2013,09/20/2013,Austin,
09/17/2013,Halcon Resources,Wichita,North Texas WDA,101,10/15/2013,09/17/2013,Electra,
09/18/2013,"Applied Materials, Inc. - Austin4",Williamson,Rural Capital WDA,7,11/18/2013,09/18/2013,Austin,
09/18/2013,Applied Materials,Travis,Capital Area WDA,13,11/18/2013,09/18/2013,Austin,
09/17/2013,Cardell Cabinets-San Antonio,Bexar,Alamo WDA,903,09/07/2013,09/17/2013,San Antonio,
09/16/2013,Sabre Holdings-Travelocity,Tarrant,Tarrant County WDA,14,11/15/2013,09/16/2013,Southlake,
09/13/2013,Ameritox-Hwy 80,Midland,Permian Basin WDA,50,11/12/2013,09/13/2013,Midland,
09/13/2013,Ameritox-Walls,Midland,Permian Basin WDA,35,11/12/2013,09/13/2013,Midland,
09/12/2013,"Onda Lay Pipe and Rental, Inc.",Midland,Permian Basin WDA,75,11/04/2013,09/12/2013,Midland,
09/11/2013,BAE Systems - Sealy,Austin,Gulf Coast WDA,140,11/18/2013,09/11/2013,Sealy,
09/10/2013,"US Security Associates, Inc.-San Antonio",Bexar,Alamo WDA,226,10/28/2013,09/10/2013,San Antonio,
09/10/2013,"US Security Assoicates, Inc.-Houston",Harris,Gulf Coast WDA,59,10/28/2013,09/10/2013,Houston,
09/10/2013,"US Security Associates, Inc.-Austin",Travis,Capital Area WDA,67,10/28/2013,09/10/2013,Austin,
09/09/2013,Excel Garment Mfg. Inc.,El Paso,Upper Rio Grande WDA,160,10/01/2013,09/09/2013,El Paso,
09/06/2013,Silverleaf Resorts - North Richland Hills,Tarrant,Tarrant County WDA,109,11/01/2013,09/06/2013,Richland Hills,
09/06/2013,"The Logistics Company, Inc (TLC)",El Paso,Upper Rio Grande WDA,66,09/29/2013,09/06/2013,Fort Bliss,
09/03/2013,"GenOn Energy, Inc.",Harris,Gulf Coast WDA,6,11/01/2013,09/03/2013,Houston,
08/26/2013,Boeing Company,Harris,Gulf Coast WDA,7,10/25/2013,08/26/2013,Houston,
8/22/2013,Sprint-Irving3,Dallas,Dallas County WDA,13,8/22/2013,8/22/2013,Irving,
8/22/2013,Sprint-Ft Worth,Tarrant,Tarrant County WDA,106,8/22/2013,8/22/2013,Ft. Worth,
8/22/2013,Sprint-Temple,Bell,Central Texas WDA,165,8/22/2013,8/22/2013,Temple,
08/12/2013,"Retreat Capital Management, Inc.",Dallas,Dallas County WDA,73,10/10/2013,08/12/2013,Irving,
08/12/2013,SER Jobs for Progress-Haven for Hope Way,Bexar,Alamo WDA,1,09/30/2013,08/12/2013,San Antonio,
08/12/2013,SER Jobs for Progress-SW 40th Street,Bexar,Alamo WDA,4,09/30/2013,08/12/2013,San Antonio,
08/12/2013,SER Jobs for Progress-Adminstrative Office,Bexar,Alamo WDA,32,09/30/2013,08/12/2013,San Antonio,
08/12/2013,SER Jobs for Progress-Hillcrest Dr,Bexar,Alamo WDA,28,09/30/2013,08/12/2013,San Antonio,
08/12/2013,SER Jobs for Progress-S. Flores St.,Bexar,Alamo WDA,27,09/30/2013,08/12/2013,San Antonio,
08/12/2013,SER Jobs for Progress-Walzem Rd.,Bexar,Alamo WDA,17,09/30/2013,08/12/2013,San Antonio,
08/12/2013,SER Jobs for Progress-Marbach Rd.,Bexar,Alamo WDA,13,09/30/2013,08/12/2013,San Antonio,
8/12/2013,SER Jobs for Progress-E. Houston,Bexar,Alamo WDA,20,9/30/2013,8/12/2013,San Antonio,
08/12/2013,JPMorgan Chase - Chase Home Lending,Tarrant,Tarrant County WDA,451,10/11/2013,08/12/2013,Ft. Worth,
08/12/2013,JP Morgan Chase-Mortgage Bank,Dallas,Dallas County WDA,52,10/11/2013,08/12/2013,Coppell,
08/06/2013,Camber-SARET,Bell,Central Texas WDA,51,07/31/2013,07/19/2013,Killeen,
08/06/2013,Bank of America - Addison,Dallas,Dallas County WDA,113,09/30/2013,08/06/2013,Addison,
08/02/2013,Aramark Healthcare,Bexar,Alamo WDA,65,10/05/2013,08/02/2013,San Antonio,
07/31/2013,"GenOn Energy, Inc.",Harris,Gulf Coast WDA,25,10/01/2013,07/31/2013,Houston,
07/29/2013,Carrier Corporation,Smith,East Texas WDA,102,09/30/2013,07/29/2013,Tyler,
07/24/2013,International Paper-Edinburg East Container Plant,Hidalgo,Lower Rio Grande Valley WDA,105,09/20/2013,07/24/2013,Edinburg,
07/23/2013,"Pentagroup Financial, LLC",Harris,Gulf Coast WDA,123,09/27/2013,07/23/2013,Houston,
07/23/2013,Boeing Company,Harris,Gulf Coast WDA,14,09/20/2013,07/23/2013,Houston,
07/22/2013,The Travelers Indemnity,Harris,Gulf Coast WDA,105,08/01/2013,07/22/2013,Houston,
07/19/2013,Flextronics Americas LLC-San Antonio,Bexar,Alamo WDA,7,10/31/2013,07/19/2013,San Antonio,
07/19/2013,Flextronics Americas LLC-Austin,Travis,Capital Area WDA,7,10/31/2013,07/19/2013,Austin,
07/19/2013,Flextronics Americas LLC-Houston,Harris,Gulf Coast WDA,7,10/31/2013,07/19/2013,Houston,
07/19/2013,Flextronics Americas LLC-Irving,Dallas,Dallas County WDA,6,10/31/2013,07/19/2013,Irving,
07/19/2013,Flextronics Americas LLC-Dallas,Dallas,Dallas County WDA,6,10/31/2013,07/19/2013,Dallas,
07/19/2013,Flextronics Americas LLC-Webster,Harris,Gulf Coast WDA,6,10/31/2013,07/19/2013,Webster,
07/19/2013,Flextronics Americas LLC-Houston2,Harris,Gulf Coast WDA,6,10/31/2013,07/19/2013,Houston,
07/19/2013,Camber-SARET,Bell,Central Texas WDA,255,07/31/2013,07/19/2013,Killeen,
07/12/2013,Management & Training Corp.(MTC)-Limestone County,Limestone,Heart of Texas WDA,130,07/12/2013,07/12/2013,Groesbeck,
07/11/2013,Blue Lynx Media,Denton,North Central Texas WDA,84,09/09/2013,07/11/2013,Lewisville,
07/09/2013,Houghton Mifflin Harcourt,Denton,North Central Texas WDA,61,09/03/2013,07/09/2013,Lewisville,
07/09/2013,Walmart-Laredo Distribution Center,Webb,South Texas WDA,53,09/16/2013,07/09/2013,Laredo,
07/01/2013,Dyncorp International-Temple,Bell,Central Texas WDA,52,07/31/2013,07/01/2013,Temple,
07/01/2013,Xerox Business Services-El Paso,El Paso,Upper Rio Grande WDA,439,09/03/2013,07/01/2013,El Paso,
07/01/2013,Dyncorp International-Killeen,Bell,Central Texas WDA,51,07/31/2013,07/01/2013,Killeen,
06/28/2013,Weatherford,Bexar,Alamo WDA,63,08/27/2013,06/28/2013,San Antonio,
06/27/2013,Xerox Business Services,Harris,Gulf Coast WDA,81,09/27/2013,06/27/2013,Houston,
06/24/2013,Boeing Company,Harris,Gulf Coast WDA,34,08/23/2013,06/24/2013,Houston,
06/24/2013,Bank Of America - Dallas4,Dallas,Dallas County WDA,87,09/30/2013,06/24/2013,Dallas,
06/21/2013,Bank of America-Richardson,Collin,Dallas County WDA,324,09/30/2013,06/21/2013,Richardson,
06/14/2013,OneWest Bank,Travis,Capital Area WDA,725,08/31/2013,06/14/2013,Austin,
06/13/2013,Southern Foods Group-Oak Farms,McLennan,Heart of Texas WDA,150,08/12/2013,06/13/2013,Waco,
06/13/2013,"GenOn Energy, Inc.",Harris,Gulf Coast WDA,5,08/16/2013,06/13/2013,Houston,
06/12/2013,National Envelope Corporation- Ennis,Ellis,North Central Texas WDA,219,08/20/2013,06/12/2013,Ennis,
06/12/2013,National Envelope Corporation- Ennis,Ellis,North Central Texas WDA,219,08/20/2013,06/12/2013,Ennis,
06/12/2013,National Envelope Corporation - Frisco,Collin,North Central Texas WDA,128,08/20/2013,06/12/2013,Frisco,
06/10/2013,Corrections Corporation of America-Mineral Wells,Parker,North Central Texas WDA,239,08/16/2013,06/10/2013,Mineral Wells,
06/07/2013,Zynga Inc.,Collin,North Central Texas WDA,62,06/03/2013,06/07/2013,Allen,
06/07/2013,Zynga Inc.-Austin,Travis,Capital Area WDA,32,06/03/2013,06/07/2013,Austin,
06/04/2013,"Sterling Administrative Services, LLC",McLennan,Heart of Texas WDA,94,08/02/2013,06/04/2013,Waco,
06/03/2013,Select Specialty Hospital-Midland,Midland,Permian Basin WDA,112,07/31/2013,06/03/2013,Midland,
05/31/2013,AT&T-Midland,Midland,Permian Basin WDA,101,08/05/2013,05/31/2013,Midland,
05/31/2013,"GenOn Energy, Inc.",Harris,Gulf Coast WDA,14,08/01/2013,05/31/2013,Houston,
05/31/2013,Ryder Logistics-Roanoke,Denton,North Central Texas WDA,60,08/04/2013,05/31/2013,Roanoke,
05/21/2013,Highway Technologies-Houston,Harris,Gulf Coast WDA,54,05/21/2013,05/21/2013,Houston,
05/21/2013,Highway Technologies-Ft Worth,Tarrant,Tarrant County WDA,80,05/21/2013,05/21/2013,Ft. Worth,
05/21/2013,Highway Technologies-Austin,Travis,Capital Area WDA,53,05/21/2013,05/21/2013,Austin,
05/20/2013,Boeing Company,Harris,Gulf Coast WDA,11,07/19/2013,05/20/2013,Houston,
05/15/2013,Cameron International Corp.,Montgomery,Gulf Coast WDA,88,07/15/2013,05/15/2013,Magnolia,
05/13/2013,"Diebold, Inc.",Dallas,Dallas County WDA,52,07/31/2013,05/13/2013,Coppell,
05/09/2013,Community Education Centers-(JHDC),McLennan,Heart of Texas WDA,120,06/13/2013,05/09/2013,Waco,
05/09/2013,Galt Medical Corp.,Dallas,Dallas County WDA,139,09/30/2013,05/09/2013,Garland,
05/06/2013,"TIC Energy & Chemical, Inc.",Calhoun,Golden Crescent WDA,146,06/30/2013,05/06/2013,Seadrift,
05/07/2013,MetLife Bank-Bent Branch,Dallas,Dallas County WDA,116,06/30/2012,05/07/2013,Irving,
05/06/2013,"Endura Products, Inc.",Nacogdoches,Deep East Texas WDA,55,08/15/2013,05/06/2013,Nacogdoches,
05/06/2013,"AES NA Central, LLC",Montgomery,Gulf Coast WDA,59,06/30/2013,05/06/2013,Woodlands,
05/02/2013,"GenOn Energy, Inc.",Harris,Gulf Coast WDA,14,07/01/2013,05/02/2013,Houston,
04/23/2013,Durham School Services-Little Elm,Denton,North Central Texas WDA,67,07/31/2013,04/23/2013,Little Elm,
04/23/2013,Durham School Services- Joshua,Johnson,North Central Texas WDA,43,07/31/2013,04/23/2013,Joshua,
04/23/2013,Durham School Services-Weatherford,Parker,North Central Texas WDA,95,07/31/2013,04/23/2013,Weatherford,
04/23/2013,Durham School Services-Uvalde,Uvalde,Middle Rio Grande WDA,80,06/30/2013,04/23/2013,Uvalde,
04/26/2013,Ruth's Chris Steak House,Bexar,Alamo WDA,86,07/28/2013,04/26/2013,San Antonio,
04/22/2013,Boeing Company,Harris,Gulf Coast WDA,39,06/21/2013,04/22/2013,Houston,
04/08/2013,Community Education Centers(CEC)-IAH Facility,Polk,Deep East Texas WDA,12,06/05/2013,04/08/2013,Livingston,
04/03/2013,Navistar-SST Truck Company,Dallas,Dallas County WDA,45,05/31/2013,04/03/2013,Garland,
03/26/2013,Ryder Logistics & Transportation,Webb,South Texas WDA,50,05/31/2013,03/26/2013,Laredo,
03/29/2013,APL Logistics-Grand Prairie,Dallas,Dallas County WDA,12,06/01/2013,03/29/2013,Grand Prairie,
03/29/2013,"GenOn Energy, Inc.",Harris,Gulf Coast WDA,12,06/01/2013,03/29/2013,Houston,
04/01/2013,Bway Corporation-Santa Anna,Dallas,Dallas County WDA,69,06/28/2013,04/01/2013,Dallas,
03/18/2013,Community Education Centers (CEC)-Limestone County Detention Center,Limestone,Heart of Texas WDA,227,05/31/2013,03/18/2013,Groesbeck,
03/20/2013,The Scooter Store,Comal,Alamo WDA,993,03/08/2013,03/20/2013,New Braunfels,
03/20/2013,Equifax Inc.,Harris,Gulf Coast WDA,136,05/20/2013,03/20/2013,Houston,
03/25/2013,Boeing Company,Harris,Gulf Coast WDA,17,05/27/2013,03/25/2013,Houston,
03/11/2013,Weir Mesa,Ector,Permian Basin WDA,95,05/10/2013,03/11/2013,Odessa,
03/14/2013,Silgan Containers Corporation,Zavala,Middle Rio Grande WDA,19,05/08/2013,03/14/2013,Crystal City,
03/14/2013,Nationwide Insurance - Nationwide Sales Solutions,Randall,Panhandle WDA,83,05/16/2013,03/14/2013,Amarillo,
02/25/2013,Express Scripts-Irving,Dallas,Dallas County WDA,132,04/21/2013,02/25/2013,Irving,
02/27/2013,"Americanos USA, LLC",Dallas,Dallas County WDA,,04/30/2013,02/27/2013,Dallas,
02/28/2013,APL Logistics-Grand Prairie,Dallas,Dallas County WDA,44,04/30/2013,02/28/2013,Grand Prairie,
02/27/2013,"Americanos USA, LLC-Houston",Harris,Gulf Coast WDA,,04/30/2013,02/27/2013,Houston,
02/27/2013,"Americanos USA, LLC-Ft. Worth",Tarrant,Tarrant County WDA,,04/30/2013,02/27/2013,Ft. Worth,
02/27/2013,"Americanos USA, LLC-San Antonio",Bexar,Alamo WDA,,04/30/2013,02/27/2013,San Antonio,
02/27/2013,"Americanos USA, LLC-Laredo",Webb,South Texas WDA,,04/30/2013,02/27/2013,Laredo,
02/27/2013,"Americanos USA, LLC-El Paso",El Paso,Upper Rio Grande WDA,,04/30/2013,02/27/2013,El Paso,
03/04/2013,JC Penney-Valley View Center,Dallas,Dallas County WDA,3,03/10/2013,03/04/2013,Dallas,
02/27/2013,"Americanos USA, LLC-El Paso2",El Paso,Upper Rio Grande WDA,,04/30/2013,02/27/2013,El Paso,
02/20/2013,Excel Garment Mfg. Inc.,El Paso,Upper Rio Grande WDA,115,04/12/2013,02/20/2013,El Paso,
02/20/2013,Boeing Company,Harris,Gulf Coast WDA,1,04/19/2013,02/20/2013,Houston,
02/19/2013,DePelchin Children's Center-Elkins RTC,Harris,Gulf Coast WDA,57,04/20/2013,02/19/2013,Houston,
02/12/2013,"Homeward Residential, Inc.",Dallas,Dallas County WDA,300,04/15/2013,02/12/2013,Coppell,
02/12/2013,"GenOn Energy, Inc.",Harris,Gulf Coast WDA,9,04/15/2013,02/12/2013,Houston,
02/12/2013,PowerLink Services L.P.,Dallas,Dallas County WDA,4,04/08/2013,02/12/2013,Coppell,
02/05/2013,"Packers Sanitation Services, Inc.(PSSI)",Hale,South Plains WDA,125,02/01/2013,02/05/2013,Plainview,
01/29/2013,Flextronics Americas,Fort Bend,Gulf Coast WDA,147,04/01/2013,01/29/2013,Stafford,
01/31/2013,Royal Appliance Mfg. Co.,El Paso,Upper Rio Grande WDA,151,03/31/2013,01/31/2013,El Paso,
01/31/2013,Saks Fifth Avenue-Dallas,Dallas,Dallas County WDA,123,06/15/2013,01/31/2013,Dallas,
01/14/2013,JP Morgan Chase-Mortgage Bank,Dallas,Dallas County WDA,121,03/10/2013,01/14/2013,Coppell,
01/18/2013,"GenOn Energy, Inc.",Harris,Gulf Coast WDA,13,03/21/2013,01/18/2013,Houston,
01/17/2013,Vertis Communications-Dallas,Dallas,Dallas County WDA,27,04/01/2013,01/17/2013,Dallas,
01/22/2013,Boeing Company,Harris,Gulf Coast WDA,10,03/22/2013,01/22/2013,Houston,
01/07/2013,Visiting Nurse Association,Dallas,Dallas County WDA,400,01/07/2013,01/07/2013,Dallas,
01/07/2013,ArjoHuntleigh,Bexar,Alamo WDA,95,03/08/2013,01/07/2013,San Antonio,
01/08/2013,Macy's -Houston2,Harris,Gulf Coast WDA,105,03/05/2013,01/08/2013,Houston,
01/10/2013,Zimmer Spine,Travis,Capital Area WDA,87,03/15/2013,01/10/2013,Austin,
01/11/2013,Gulf Coast Window Covering,Harris,Gulf Coast WDA,135,03/11/2013,01/11/2013,Houston,
12/18/2012,"Sikorsky Support Services, Inc.",Nueces,Coastal Bend WDA,456,12/31/2013,12/18/2012,Corpus Christi,
12/18/2012,"NREIS of Texas, LLC",Dallas,Dallas County WDA,5,02/15/2013,12/18/2012,Dallas,
12/19/2012,"GenOn Energy, Inc.",Harris,Gulf Coast WDA,18,03/01/2013,12/19/2012,Houston,
12/20/2012,Corelogic-San Antonio,Bexar,Alamo WDA,56,03/01/2013,12/20/2012,San Antonio,
12/03/2012,Bowie County Correctional Center,Bowie,North East Texas WDA,141,02/13/2013,12/03/2012,Texarkana,
12/05/2012,"Air Products and Chemicals, Inc.",Harris,Gulf Coast WDA,52,01/31/2013,12/05/2012,Pasadena,
12/06/2012,Reckitt Benckiser LLC,Tarrant,Tarrant County WDA,98,02/05/2013,12/06/2012,Ft. Worth,
11/26/2012,Rice Epicurean Markets #204,Harris,Gulf Coast WDA,50,01/20/2013,11/26/2012,Houston,
11/26/2012,Rice Epicurean Markets #207,Harris,Gulf Coast WDA,50,01/20/2013,11/26/2012,Houston,
11/26/2012,Rice Epicurean Markets #202,Harris,Gulf Coast WDA,92,02/24/2013,11/26/2012,Houston,
11/26/2012,Rice Epicurean Markets #206,Harris,Gulf Coast WDA,70,03/30/2013,11/26/2012,Houston,
11/28/2012,Rave Cinemas LLC-(TSC),Dallas,Dallas County WDA,54,01/31/2013,11/28/2012,Dallas,
11/28/2012,Texas Instruments - Dallas,Dallas,Dallas County WDA,500,11/28/2012,11/28/2012,Dallas,
11/19/2012,Sears Holdings-Product Rebuild Center-Unit 7167,Montgomery,Gulf Coast WDA,4,01/15/2013,11/19/2012,Woodlands,
12/03/2012,"GenOn Energy, Inc.",Harris,Gulf Coast WDA,28,02/01/2013,12/03/2012,Houston,
11/19/2012,Hawker Beechcraft Services (HBS),Bexar,Alamo WDA,67,01/11/2013,11/19/2012,San Antonio,
11/20/2012,Retama Park,Bexar,Alamo WDA,296,01/15/2013,11/20/2012,Selma,
11/19/2012,Devon Energy Corporation,Harris,Gulf Coast WDA,53,12/31/2012,11/19/2012,Houston,
11/14/2012,IronTiger Logistics,Dallas,Dallas County WDA,61,12/31/2012,11/14/2012,Garland,
